institution,city,address,course,district,telephone,email
אבן אור- יעוץ והדרכה,ירושלים,"רח'  בן ציון 7, קרית משה",מטפלות במעונות יום 1- קצר,מחוז ירושלים,02-6787673,
אבן אור- יעוץ והדרכה,ירושלים,"רח'  בן ציון 7, קרית משה",מטפלות במעונות יום 2,מחוז ירושלים,02-6787673,
אבן אור- יעוץ והדרכה,ירושלים,"רח'  בן ציון 7, קרית משה",מטפלות במעונות יום סוג 1,מחוז ירושלים,02-6787673,
אבן אור- יעוץ והדרכה,ירושלים,"רח'  בן ציון 7, קרית משה",מטפלות במעונות יום סוג 1,מחוז ירושלים,02-6787673,
אבן אור- יעוץ והדרכה,ירושלים,"רח'  בן ציון 7, קרית משה",מטפלות במעונות יום-סוג 1-לבעלות רקע מעשי,מחוז ירושלים,02-6787673,
אבשלום שיך ליאור - סטודיו L,נתניה,הנוטע 01,איפור יופי מקצועי,תל אביב והמרכז,97736660,liorav16@gmail.com
אבשלום שיך ליאור - סטודיו L,נתניה,הנוטע 01,איפור מקצועי,תל אביב והמרכז,97736660,liorav16@gmail.com
אבשלום שיך ליאור - סטודיו L,נתניה,הנוטע 01,בניית ציפורניים 626,תל אביב והמרכז,97736660,liorav16@gmail.com
אבשלום שיך ליאור - סטודיו L,נתניה,הנוטע 01,פדיקור מניקור 627,תל אביב והמרכז,97736660,liorav16@gmail.com
"אגד אגודה שיתופית  לתחבורה  בע""מ",חולון,"רח' משה דיין 21, חניון אגד חולון, קרית בן גוריון",הסעת ילדים לנהגי רכב ציבורי,תל אביב והמרכז,03-9143470/1,EyalSa@Egged.co.il
"אגד אגודה שיתופית  לתחבורה  בע""מ",חולון,"רח' משה דיין 21, חניון אגד חולון, קרית בן גוריון",נהג אוטובוס זעיר פרטי,תל אביב והמרכז,03-9143470/1,EyalSa@Egged.co.il
"אגד אגודה שיתופית  לתחבורה  בע""מ",חולון,"רח' משה דיין 21, חניון אגד חולון, קרית בן גוריון",נהג רכב חילוץ וגרירה - עיוני,תל אביב והמרכז,03-9143470/1,EyalSa@Egged.co.il
"אגד אגודה שיתופית  לתחבורה  בע""מ",חולון,"רח' משה דיין 21, חניון אגד חולון, קרית בן גוריון",נהג רכב משא כבד- עיוני,תל אביב והמרכז,03-9143470/1,EyalSa@Egged.co.il
"אגד אגודה שיתופית  לתחבורה  בע""מ",חולון,"רח' משה דיין 21, חניון אגד חולון, קרית בן גוריון",נהג רכב ציבורי- עיוני,תל אביב והמרכז,03-9143470/1,EyalSa@Egged.co.il
"אגד אגודה שיתופית  לתחבורה  בע""מ",חולון,"רח' משה דיין 21, חניון אגד חולון, קרית בן גוריון",נהיגה מעשית על אוטובוס,תל אביב והמרכז,03-9143470/1,EyalSa@Egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,הוספת סוג להיתר הוראת נהיגה למורי נהיגה,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,הסעת ילדים לנהגי רכב ציבורי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,הסעת ילדים לנהגי רכב ציבורי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מורה נהיגה,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מורה נהיגה לרכב פרטי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מורי נהיגה לאוטובוס,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מורי נהיגה לרכב גורר ותומך,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מורי נהיגה לרכב משא,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מורי נהיגה לרכב משא כבד,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מינהל - למנהלי מוסך,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מכונאות רכב  סוג 1-2,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,"מנהל מקצועי לבי""ס לנהיגה",מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,מנהלים מקצועיים לבתי-ספר לנהיגה,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהג אוטובוס זעיר פרטי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהג רכב זעיר ציבורי  + פרטי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהג רכב חילוץ וגרירה - עיוני,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהג רכב משא כבד,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהג רכב ציבורי- עיוני,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהגי אוטובוס זעיר פרטי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהגי אוטובוס זעיר פרטי/ציבורי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהגי רכב כבד,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהגי רכב ציבורי,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,נהיגה מעשית על אוטובוס,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,קציני בטיחות בתעבורה,מחוז ירושלים,02-5685636,davidz@egged.co.il
אגד בית ספר לנהיגה  י-ם,ירושלים,האומן 1 תלפיות,קציני בטיחות בתעבורה,מחוז ירושלים,02-5685636,davidz@egged.co.il
"אד טק פלוס בע""מ",תל אביב - יפו,יגאל אלון 49,בדיקות תוכנה- בסיסי 3512,תל אביב והמרכז,073-3905926,arkadyh@tripleten.com
"אד טק פלוס בע""מ",תל אביב - יפו,יגאל אלון 49,מנתחי נתונים,תל אביב והמרכז,073-3905926,arkadyh@tripleten.com
"אד טק פלוס בע""מ",תל אביב - יפו,יגאל אלון 49,מפתח ווב מתקדם 3522,תל אביב והמרכז,073-3905926,arkadyh@tripleten.com
"אד טק פלוס בע""מ",תל אביב - יפו,יגאל אלון 49,מפתח ווב מתקם (WEB DEV PRO) מגמה 3522,תל אביב והמרכז,073-3905926,arkadyh@tripleten.com
"אדווה בי""ס לשיט",אשדוד,חשוון 6,משיט 30,מחוז ירושלים,88663199,advaschool1@gmail.com
"אדוונצ'ר פבלישינג בע""מ",תל אביב - יפו,קפלן 71,אנימציה ממוחשבת ותלת מימד,תל אביב והמרכז,,
אדיר- בית ספר לנהיגה,פתח תקוה,ברקוביץ 7,נהיגה מעשית על אוטובוס,תל אביב והמרכז,,
אדיר- בית ספר לנהיגה,פתח תקוה,ברקוביץ 7,נהיגה מעשית על רכב משא 03 ומעלה,תל אביב והמרכז,,
"אדרי שלמה יעקב ביה""ס למצילי ים סוסי הים",נתניה,חוף בלו ביי,הצלה בים סוג 1,תל אביב והמרכז,,
"אדרי שלמה יעקב-ביה""ס למצילי ים סוסי הים",הרצליה,חוף זבולון,הצלה בים סוג 1,תל אביב והמרכז,,
אדרי שלמה יעקב-סוסי הים-סניף הרצליה,נתניה,רחוב דוד רמז 7/32,הצלה בים סוג 1,תל אביב והמרכז,050-9906969,shlomo20160@gmail.com
אדרי שלמה יעקב-סוסי הים-סניף הרצליה,נתניה,רחוב דוד רמז 7/32,הצלה בים סוג 1-מגמה 704,תל אביב והמרכז,050-9906969,shlomo20160@gmail.com
אהוד נופש וספורט,רמת גן,ת.ד. 6821,מפעילי בריכות שחיה,תל אביב והמרכז,,
אהוד נופש פעיל- בריכת בית החייל,אילת,רח' חטיבת הנגב 5,מצילי בריכה,באר שבע והדרום,,
אווה קוסמטיקס,אילת,מלון שלום פלאז'ה,איפור אומנותי,באר שבע והדרום,,
אווה קוסמטיקס,אילת,מלון שלום פלאז'ה,איפור מקצועי,באר שבע והדרום,,
אווה קוסמטיקס,אילת,מלון שלום פלאז'ה,בניית ציפורניים,באר שבע והדרום,,
אווה קוסמטיקס,אילת,מלון שלום פלאז'ה,ספרות נשים 1,באר שבע והדרום,,
אווה קוסמטיקס,אילת,מלון שלום פלאז'ה,פדיקור מניקור,באר שבע והדרום,,
אווה קוסמטיקס,אילת,מלון שלום פלאז'ה,קוסמטיקה,באר שבע והדרום,,
אוטו טל-בית ספר לנהיגה,רמלה,העליה השניה 52,נהיגה מעשית על רכב משא 03 ומעלה,תל אביב והמרכז,,
אוטו טל-בית ספר לנהיגה,רמלה,העליה השניה 52,נהיגה מעשית על רכב משאc1 ומעלה,תל אביב והמרכז,,
"אוטו למד  בי""ס לנהיגה",באר שבע,"השלום 6/45 ב""ש",נהיגה מעשית על אוטובוס,באר שבע והדרום,08-9912526,auto.lamed@gmail.com
"אוטו למד  בי""ס לנהיגה",באר שבע,"השלום 6/45 ב""ש",נהיגה מעשית על רכב משאc1 ומעלה,באר שבע והדרום,08-9912526,auto.lamed@gmail.com
"אוטו- בי""ס לנהיגה",חדרה,"רמב""ם 31,",נהיגה מעשית על אוטובוס,חיפה והצפון,6226220,
"אוטו- בי""ס לנהיגה",חדרה,"רמב""ם 31,",נהיגה מעשית על טרקטור,חיפה והצפון,6226220,
"אוטו- בי""ס לנהיגה",חדרה,"רמב""ם 31,",נהיגה מעשית על רכב משא 03 ומעלה,חיפה והצפון,6226220,
"אוטו- בי""ס לנהיגה",חדרה,"רמב""ם 31,",נהיגה מעשית על רכב משאc1 ומעלה,חיפה והצפון,6226220,
אויה- נתיבי אויר,כפר שמריהו,ת.ד. 148 מיקוד 01964,טייס,תל אביב והמרכז,,
אוליסיה טברובסקי,אילת,הסתת 7 אילת,איפור מקצועי,באר שבע והדרום,,
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",COMPLETION OF MCSE,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",Exchange+MCITP-Enterprise Adminustrator2008,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",Hackers - אבטחת מידע,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",MCDP,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",MCITP Windows Server Enterprise Administrator,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",MCITP- ENERPRISE ADMINISTRATOR EXCHANGE,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",MCPD,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",MCSA,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",hackers,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",mcse  2012,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",ניהול בכיר רשתות תקשורת MCSA  מגמה 3442,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",עיצוב תיכנון ותכנות מסדי נתונים DBA,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",פיתוח מערכות בסביבת v.s,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומגה המכון להוראה מודרנית בע""מ",כפר סבא," גאולה 21  בית רייזל ,כ""ס  6145244",תחזוקת מחשבים אישיים ורשתות תקשורת MCSA מגמה 3420,תל אביב והמרכז,97444884,info@omegaisrael.com
"אומן המיים בע""מ -בריכת מכבי",חיפה,הביכורים 91,הצלה בבריכות שחיה,חיפה והצפון,528944443,6hofit9@gmail.com
"אומן המיים בע""מ -בריכת מכבי",חיפה,הביכורים 91,הצלה בבריכות שחיה- סוג 1(705),חיפה והצפון,528944443,6hofit9@gmail.com
אומן המים,אשדוד,שדרות הפרחים 81,הצלה בבריכות שחיה- סוג 1(705),מחוז ירושלים,052-8944443,6HOFIT9@GMAIL.COM
אומן המים,אשדוד,שדרות הפרחים 81,מצילי בריכה,מחוז ירושלים,052-8944443,6HOFIT9@GMAIL.COM
"אומן המים  אב""ג ב""ש",באר שבע,"אוניברסיטת ב""ג  שד' בן-גוריון",הצלה בבריכות שחיה סוג 1,באר שבע והדרום,523420460,OMAN_HAMAYM@WALLA.COM
"אומן המים  אב""ג ב""ש",באר שבע,"אוניברסיטת ב""ג  שד' בן-גוריון",הצלה בבריכות שחיה- סוג 1(705),באר שבע והדרום,523420460,OMAN_HAMAYM@WALLA.COM
"אומן המים  אב""ג ב""ש",באר שבע,"אוניברסיטת ב""ג  שד' בן-גוריון",מצילי בריכה,באר שבע והדרום,523420460,OMAN_HAMAYM@WALLA.COM
אומן המים - קאנטרי גלי הדר,ראשון לציון,רח רמז,הצלה בבריכות שחיה- סוג 1(705),תל אביב והמרכז,523420460,OMAN_HAMAYM@WALLA.COM
אומן המים - קאנטרי גלי הדר,ראשון לציון,רח רמז,מצילי בריכה,תל אביב והמרכז,523420460,OMAN_HAMAYM@WALLA.COM
אומן המים - קאנטרי רג,רמת גן,"מנדל מתתיהו 01,  ברכת קאנטרי רג",הצלה בבריכות שחיה- סוג 1(705),תל אביב והמרכז,528944443,6hofit9@gmail.com
אומן המים בית ספר,לא ידוע,ד.נ. חוף אשקלון,מצילי בריכה,מחוז ירושלים,,
"אומן המים בע""מ קאנטרי אליצור- נתניה",נתניה,"רד""ק 33",הצלה בבריכות שחיה- סוג 1(705),תל אביב והמרכז,528944443,6hofit9@gmail.com
"אומן המים בע""מ- בריכה אולימפית",נתניה,מכון וינגייט,הצלה בבריכות שחיה,תל אביב והמרכז,528944443,6hofit9@gmail.com
"אומן המים בע""מ- בריכה אולימפית",נתניה,מכון וינגייט,הצלה בבריכות שחיה סוג 1,תל אביב והמרכז,528944443,6hofit9@gmail.com
"אומן המים בע""מ- קאנטרי דקל- תל אביב",תל אביב - יפו,קוסובסקי 96,הצלה בבריכות שחיה- סוג 1(705),תל אביב והמרכז,523420460,6hofit9@walla.com
"אומן המים בע""מ-בריכת קאנטרי ר""ג",רמת גן,מנדל מתתיהו 01,הצלה בבריכות שחיה סוג 1,תל אביב והמרכז,528944443,6hofit9@gmail.com
"אומן המים בע""מ-בריכת קאנטרי ר""ג",רמת גן,מנדל מתתיהו 01,הצלה בבריכות שחיה- סוג 1(705),תל אביב והמרכז,528944443,6hofit9@gmail.com
"אומן המים בע""מ-מועדון חברים להבים",להבים,שדרות דרך שבעת המינים - להבים,הצלה בבריכות שחיה,באר שבע והדרום,528944443,oman_hamaym@walla.com
"אומן המים בע""מ-מועדון חברים להבים",להבים,שדרות דרך שבעת המינים - להבים,הצלה בבריכות שחיה סוג 1,באר שבע והדרום,528944443,oman_hamaym@walla.com
"אומן המים בע""מ-מועדון חברים להבים",להבים,שדרות דרך שבעת המינים - להבים,הצלה בבריכות שחיה- סוג 1(705),באר שבע והדרום,528944443,oman_hamaym@walla.com
"אומן המים בע""מ-מועדון חברים להבים",להבים,שדרות דרך שבעת המינים - להבים,מצילי בריכה,באר שבע והדרום,528944443,oman_hamaym@walla.com
אומן המים בריכת העיר אשקלון,אשקלון,כיכר סטרייג' הנרי 1,הצלה בבריכות שחיה,באר שבע והדרום,052-8944443,6hofit9@gmail.com
אומן המים בריכת העיר אשקלון,אשקלון,כיכר סטרייג' הנרי 1,הצלה בבריכות שחיה- סוג 1(705),באר שבע והדרום,052-8944443,6hofit9@gmail.com
אומן המים בריכת העיר אשקלון,אשקלון,כיכר סטרייג' הנרי 1,הצלה בבריכות שחיה- סוג 705 1,באר שבע והדרום,052-8944443,6hofit9@gmail.com
אומן המים בריכת מלון גני דן,אשקלון,הטייסים 65,מצילי בריכה,באר שבע והדרום,,
אומן המים כפר סילבר,אשקלון,כפר סילבר,הצלה בבריכות שחיה סוג 1,באר שבע והדרום,052-3420460,OMAN_HAMAYM@WALLA.COM
אומן המים כפר סילבר,אשקלון,כפר סילבר,הצלה בבריכות שחיה- סוג 1(705),באר שבע והדרום,052-3420460,OMAN_HAMAYM@WALLA.COM
אומן המים כפר סילבר,אשקלון,כפר סילבר,מצילי בריכה,באר שבע והדרום,052-3420460,OMAN_HAMAYM@WALLA.COM
אומן המים מלון ספורט אילת,אילת,חוף צפוני  אילת -מלון ספורט,הצלה בבריכות שחיה,באר שבע והדרום,523420460,OMAN_HAMAYM@WALLA.COM
אומן המים מלון ספורט אילת,אילת,חוף צפוני  אילת -מלון ספורט,הצלה בבריכות שחיה סוג 1,באר שבע והדרום,523420460,OMAN_HAMAYM@WALLA.COM
אומן המים מלון ספורט אילת,אילת,חוף צפוני  אילת -מלון ספורט,הצלה בבריכות שחיה- סוג 1(705),באר שבע והדרום,523420460,OMAN_HAMAYM@WALLA.COM
אומן המים מלון ספורט אילת,אילת,חוף צפוני  אילת -מלון ספורט,מצילי בריכה,באר שבע והדרום,523420460,OMAN_HAMAYM@WALLA.COM
אומן המים מצפה נוף,אילת,נחל עמרם 3,הצלה בבריכות שחיה סוג 1,באר שבע והדרום,,
אומן המים מצפה נוף,אילת,נחל עמרם 3,מצילי בריכה,באר שבע והדרום,,
אומן המים קאנטרי ברנע,אשקלון,,מצילי בריכה,באר שבע והדרום,,
אומן המים קאנטרי ערד,ערד,"קאנטרי, עיינות 1",הצלה בבריכות שחיה,באר שבע והדרום,,
אומן המים קאנטרי ערד,ערד,"קאנטרי, עיינות 1",הצלה בבריכות שחיה- סוג 1(705),באר שבע והדרום,,
אומן המים קאנטרי ערד,ערד,"קאנטרי, עיינות 1",מצילי בריכה,באר שבע והדרום,,
אומן המים- ב.עירונית  אילת,אילת,שד' יותם אילת,הצלה בבריכות שחיה,באר שבע והדרום,,6hofit9@gmail.com
אומן המים- ב.עירונית  אילת,אילת,שד' יותם אילת,הצלה בבריכות שחיה סוג 1,באר שבע והדרום,,6hofit9@gmail.com
אומן המים- ב.עירונית  אילת,אילת,שד' יותם אילת,מצילי בריכה,באר שבע והדרום,,6hofit9@gmail.com
אומן המים- בריכה הידרוטופית,שער הנגב(מפ.אז.),,מצילי בריכה,באר שבע והדרום,,
אומן המים- בריכת בית החייל,אילת,,מצילי בריכה,באר שבע והדרום,,
אומן המים- בריכת מגדלי נוף,באר שבע,מבצע נחשון,מצילי בריכה,באר שבע והדרום,,
אומן המים- בריכת מלון אויה,יהוד - נוה אפרים,רח' דרך החורש 4,מצילי בריכה,תל אביב והמרכז,,
אומן המים- בריכת ממדיון תל אביב,תל אביב - יפו,שדרות רוקח,מצילי בריכה,תל אביב והמרכז,,
אומן המים- בריכת קיבוץ קטורה,קטורה,,מצילי בריכה,באר שבע והדרום,,
אומן המים- הרצליה,הרצליה,"בריכת קאנטרי קלאב, הרצליה",מצילי בריכה,תל אביב והמרכז,,
אומן המים- מלון אמבסדור,אילת,חוף דרומי,הצלה בבריכות שחיה סוג 1,באר שבע והדרום,,
אומן המים- מלון אמבסדור,אילת,חוף דרומי,מצילי בריכה,באר שבע והדרום,,
אומן המים- ראשון לציון,ראשון לציון,קאנטרי גלי הדר,מצילי בריכה,תל אביב והמרכז,523420460,oman_hamaym@walla.com
"אומן המים-ב""ש",באר שבע,הרב קוק 8/91,מצילי בריכה,באר שבע והדרום,,
אומן המים-בריכת גלי ים,ערד,,מצילי בריכה,באר שבע והדרום,,
אומן המים-בריכת קאנטרי גורן גולדשטיין,תל אביב - יפו,"רח' עמיקם 4, קרית שלום",מצילי בריכה,תל אביב והמרכז,,
אונו- בית ספר לנהיגה,פתח תקוה,חן 1,נהיגה מעשית על רכב משא 03 ומעלה,תל אביב והמרכז,39210834,yosialka1@hotmail.com
אונו- בית ספר לנהיגה,פתח תקוה,חן 1,נהיגה מעשית על רכב משאc1 ומעלה,תל אביב והמרכז,39210834,yosialka1@hotmail.com
"אוני' בר-אילן- ביה""ס לעבודה סוציאלית",רמת גן,היחידה ללימודי חוץ,מתורגמנות שפת הסימנים הישראלית (4915),תל אביב והמרכז,546312690,cont.education@mail.biu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,בודק שכר מוסמך (8061),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,בודק שכר מוסמך (השתלמות מעשית ליועצי מס)8094,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,בודק שכר מוסמך (השתלמות מעשית-רואה חשבון)8093,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,בודק שכר מוסמך - רואה חשבון(8093),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,בודק שכר מוסמך- יועצי מס(8094),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,הנהלת חשבונות - סוג 3,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,הנהלת חשבונות 1+2 חדש (בסיסי +מתקדם),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,הנהלת חשבונות סוג 1+2 (8071),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,חשב שכר  (8080),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,חשבי שכר,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,חשבי שכר- עדכון טכנולוגי,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,יבוא יצוא וסחר בין לאומי - מגמה 8084,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,יבוא יצוא וסחר בינלאומי,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מזכירה  רפואית,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מזכירות רפואית,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מנהל חשבונות סוג  - 2 מתקדם,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מנהל חשבונות סוג -1 בסיסי,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מנהל חשבונות סוג 2-1 - בסיסי ומתקדם,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מנהל/ת חשבונות 2+1(בסיסי+ מתקדם)וחשב שכר (8132),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מנהל/ת חשבונות סוג 1+2 בכיר (8162),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,מנהל/ת חשבונות סוג 3 ראשי (8033),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,ניהול מלאי ורכש (8114),תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטה פתוחה שלוחת ראשון לציון,ראשון לציון,רח' אבני החושן 2,ניהול מלאי ורכש מגמה 8114,תל אביב והמרכז,39412505,alonac@openu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,Big Data & Data Scientist,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,Big Data & Data Scientist מגמה 3588,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,Certified Network Defender מגמה 3590,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,Cyber Security מגמה 3591,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,certified network defender,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,cyber security,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
